Number of atoms removed: 4872
Problematic atoms:
{('P', 'e443', 'e338')}
('Rg', 'e502', 'e325')
('Rg', 'e446', 'e175')
('P', 'e38', 'e24')
('Q', 'e248', 'e0')
('Q', 'e495', 'e802')
('Q', 'e1103', 'e0')
('Rg', 'e1776', 'e363')
('Q', 'e298', 'e330')
('ML', 'e947', 'e1774')
('Rg', 'e1774', 'e89')
('Rg', 'e60', 'e363')
('Q', 'e105', 'e480')
('ML', 'e301', 'e485')
('Q', 'e1927', 'e1104')
('ML', 'e947', 'e2')
('Q', 'e1927', 'e201')
('ML', 'e1359', 'e166')
('Q', 'e31', 'e272')
('Rg', 'e248', 'e62')
('Q', 'e370', 'e1103')
('Q', 'e1520', 'e2024')
('ML', 'e611', 'e47')
('Rg', 'e472', 'e823')
('Q', 'e658', 'e1104')
('Rg', 'e1162', 'e38')
('Q', 'e330', 'e1927')
('Q', 'e802', 'e2')
('Q', 'e298', 'e622')
('ML', 'e611', 'e64')
('Q', 'e1774', 'e325')
('Q', 'e298', 'e2024')
('Rg', 'e1155', 'e912')
('ML', 'e915', 'e510')
('P', 'e702', 'e901')
('Rg', 'e1774', 'e370')
('Rg', 'e1891', 'e60')
('Q', 'e499', 'e1454')
('Rg', 'e298', 'e105')
('Q', 'e1927', 'e38')
('Q', 'e311', 'e510')
('Rg', 'e802', 'e105')
('Q', 'e201', 'e166')
('ML', 'e24', 'e912')
('Rg', 'e1138', 'e472')
('Q', 'e201', 'e499')
('Q', 'e219', 'e702')
('Q', 'e1162', 'e1104')
('Q', 'e62', 'e175')
('ML', 'e913', 'e274')
('Q', 'e658', 'e38')
('Q', 'e446', 'e139')
('Q', 'e0', 'e823')
('Rg', 'e823', 'e64')
('P', 'e1295', 'e76')
('Q', 'e323', 'e510')
('P', 'e1005', 'e1344')
('Rg', 'e105', 'e38')
('ML', 'e1491', 'e1103')
('Q', 'e60', 'e363')
('Rg', 'e201', 'e802')
('Rg', 'e1162', 'e105')
('Rg', 'e0', 'e330')
('ML', 'e133', 'e1295')
('ML', 'e148', 'e1104')
('Rg', 'e1454', 'e60')
('Rg', 'e622', 'e201')
('Rg', 'e274', 'e323')
('Q', 'e105', 'e330')
('Rg', 'e272', 'e622')
('P', 'e1155', 'e947')
('Q', 'e1162', 'e38')
('Q', 'e472', 'e823')
('Q', 'e1927', 'e105')
('Rg', 'e1950', 'e139')
('Rg', 'e363', 'e175')
('Q', 'e58', 'e1104')
('Q', 'e1138', 'e1927')
('Q', 'e2', 'e510')
('Q', 'e495', 'e443')
('ML', 'e331', 'e1162')
('Rg', 'e0', 'e622')
('P', 'e325', 'e915')
('ML', 'e28', 'e325')
('Rg', 'e0', 'e2024')
('Rg', 'e1950', 'e370')
('Rg', 'e443', 'e658')
('Q', 'e658', 'e105')
('Rg', 'e1927', 'e802')
('Q', 'e31', 'e495')
('ML', 'e148', 'e38')
('Rg', 'e2024', 'e58')
('Q', 'e1138', 'e472')
('Q', 'e443', 'e166')
('Rg', 'e510', 'e38')
('Q', 'e443', 'e499')
('Q', 'e495', 'e833')
('Q', 'e175', 'e1104')
('Q', 'e272', 'e330')
('Q', 'e370', 'e1891')
('Q', 'e60', 'e248')
('Q', 'e633', 'e1927')
('ML', 'e443', 'e443')
('Rg', 'e658', 'e802')
('Rg', 'e472', 'e622')
('Q', 'e1950', 'e658')
('Q', 'e47', 'e189')
('Rg', 'e472', 'e2024')
('P', 'e47', 'e3824')
('Q', 'e375', 'e446')
('Q', 'e201', 'e802')
('Q', 'e0', 'e330')
('Rg', 'e166', 'e201')
('Q', 'e60', 'e510')
('Q', 'e330', 'e363')
('P', 'e89', 'e1299')
('Q', 'e219', 'e62')
('Rg', 'e2024', 'e1454')
('P', 'e2365', 'e915')
('Q', 'e298', 'e1520')
('Q', 'e446', 'e711')
('Q', 'e622', 'e201')
('Rg', 'e189', 'e802')
('Q', 'e1776', 'e175')
('Rg', 'e711', 'e1104')
('Rg', 'e2024', 'e0')
('ML', 'e933', 'e1104')
('Rg', 'e64', 'e309')
('ML', 'e1359', 'e510')
('Rg', 'e1103', 'e1927')
('Q', 'e912', 'e1520')
('ML', 'e60', 'e60')
('ML', 'e148', 'e105')
('Rg', 'e89', 'e60')
('P', 'e912', 'e2095')
('Q', 'e502', 'e38')
('P', 'e219', 'e1344')
('Q', 'e0', 'e2024')
('Rg', 'e370', 'e1809')
('P', 'e298', 'e1491')
('Rg', 'e201', 'e443')
('Q', 'e363', 'e1809')
('Rg', 'e446', 'e60')
('Q', 'e58', 'e105')
('Q', 'e38', 'e189')
('Q', 'e1295', 'e175')
('Q', 'e1005', 'e38')
('P', 'e443', 'e788')
('Q', 'e1454', 'e485')
('P', 'e802', 'e68')
('ML', 'e933', 'e38')
('ML', 'e331', 'e1950')
('Rg', 'e912', 'e47')
('Q', 'e472', 'e622')
('P', 'e1809', 'e1299')
('Q', 'e472', 'e2024')
('Q', 'e485', 'e272')
('Rg', 'e2', 'e1295')
('Rg', 'e1104', 'e2024')
('Q', 'e485', 'e1138')
('Q', 'e330', 'e248')
('Rg', 'e354', 'e105')
('Q', 'e89', 'e189')
('P', 'e0', 'e1290')
('Q', 'e166', 'e201')
('Rg', 'e1138', 'e248')
('Rg', 'e62', 'e0')
('Q', 'e443', 'e802')
('Q', 'e175', 'e105')
('Q', 'e510', 'e219')
('ML', 'e301', 'e1162')
('Rg', 'e1927', 'e443')
('Q', 'e823', 'e1104')
('Rg', 'e1774', 'e446')
('Rg', 'e2', 'e1162')
('Rg', 'e219', 'e1927')
('Rg', 'e0', 'e1520')
('Rg', 'e38', 'e325')
('Rg', 'e201', 'e2')
('Q', 'e47', 'e1138')
('Rg', 'e175', 'e802')
('Rg', 'e480', 'e1520')
('Rg', 'e274', 'e1103')
('P', 'e323', 'e3728')
('Q', 'e370', 'e1809')
('ML', 'e2448', 'e1774')
('ML', 'e933', 'e105')
('ML', 'e354', 'e139')
('P', 'e201', 'e2448')
('Q', 'e823', 'e38')
('Rg', 'e446', 'e272')
('Rg', 'e189', 'e443')
('P', 'e201', 'e2095')
('Rg', 'e472', 'e1520')
('ML', 'e331', 'e325')
('P', 'e802', 'e1344')
('Q', 'e912', 'e64')
('Q', 'e711', 'e219')
('Rg', 'e702', 'e189')
('Rg', 'e298', 'e1155')
('Rg', 'e325', 'e823')
('P', 'e325', 'e514')
('Q', 'e1138', 'e248')
('Rg', 'e105', 'e175')
('ML', 'e1491', 'e31')
('Rg', 'e802', 'e1155')
('ML', 'e2095', 'e0')
('ML', 'e1567', 'e47')
('Rg', 'e64', 'e472')
('ML', 'e1491', 'e1809')
('Q', 'e0', 'e1520')
('ML', 'e1472', 'e309')
('Rg', 'e62', 'e62')
('Q', 'e323', 'e1454')
('Q', 'e201', 'e1774')
('Q', 'e201', 'e2')
('Rg', 'e446', 'e298')
('Q', 'e651', 'e189')
('Rg', 'e1454', 'e1005')
('Q', 'e2024', 'e323')
('Q', 'e485', 'e495')
('Q', 'e2024', 'e298')
('Q', 'e89', 'e1138')
('Rg', 'e446', 'e480')
('Q', 'e633', 'e248')
('P', 'e622', 'e68')
('Rg', 'e485', 'e166')
('ML', 'e76', 'e1520')
('Rg', 'e499', 'e485')
('Rg', 'e139', 'e325')
('Rg', 'e485', 'e499')
('ML', 'e76', 'e89')
('Q', 'e499', 'e201')
('Q', 'e189', 'e443')
('Q', 'e472', 'e1520')
('ML', 'e3824', 'e370')
('ML', 'e3824', 'e31')
('Q', 'e1155', 'e833')
('ML', 'e901', 'e363')
('ML', 'e3728', 'e370')
('Rg', 'e1104', 'e1520')
('Q', 'e1950', 'e201')
('Q', 'e2', 'e1454')
('Q', 'e2', 'e0')
('ML', 'e514', 'e702')
('P', 'e1809', 'e947')
('P', 'e472', 'e1472')
('Rg', 'e495', 'e325')
('ML', 'e76', 'e1776')
('P', 'e702', 'e915')
('Q', 'e1774', 'e510')
('Q', 'e325', 'e823')
('Rg', 'e1103', 'e248')
('Rg', 'e272', 'e1809')
('ML', 'e1299', 'e1891')
('Q', 'e31', 'e502')
('ML', 'e354', 'e912')
('Q', 'e658', 'e1155')
('P', 'e1103', 'e1140')
('Rg', 'e219', 'e363')
('Q', 'e274', 'e274')
('Q', 'e485', 'e1005')
('Rg', 'e472', 'e47')
('ML', 'e157', 'e1809')
('Rg', 'e446', 'e495')
('Q', 'e1809', 'e499')
('Q', 'e2024', 'e495')
('Q', 'e105', 'e31')
('Q', 'e1104', 'e309')
('Rg', 'e472', 'e64')
('Q', 'e62', 'e298')
('Rg', 'e58', 'e2')
('ML', 'e947', 'e38')
('Q', 'e298', 'e912')
('Rg', 'e201', 'e0')
('Q', 'e1454', 'e219')
('Q', 'e105', 'e1809')
('Q', 'e62', 'e480')
('P', 'e1103', 'e611')
('Q', 'e60', 'e1454')
('P', 'e711', 'e1491')
('Q', 'e189', 'e2')
('Q', 'e1162', 'e1155')
('ML', 'e1248', 'e309')
('Q', 'e502', 'e175')
('Q', 'e139', 'e325')
('Q', 'e802', 'e38')
('Q', 'e272', 'e139')
('Q', 'e323', 'e658')
('Q', 'e702', 'e443')
('Q', 'e64', 'e201')
('ML', 'e1359', 'e1454')
('Q', 'e31', 'e89')
('Rg', 'e443', 'e105')
('ML', 'e1359', 'e0')
('Rg', 'e175', 'e1774')
('Rg', 'e1776', 'e658')
('Q', 'e1454', 'e1162')
('P', 'e272', 'e3728')
('Rg', 'e175', 'e2')
('Q', 'e1005', 'e175')
('Rg', 'e60', 'e658')
('Q', 'e651', 'e1138')
('Rg', 'e446', 'e1005')
('ML', 'e338', 'e802')
('Q', 'e0', 'e139')
('Rg', 'e1927', 'e0')
('ML', 'e3824', 'e711')
('Q', 'e2024', 'e1005')
('Rg', 'e363', 'e480')
('Rg', 'e47', 'e201')
('Q', 'e510', 'e309')
('P', 'e139', 'e913')
('Rg', 'e272', 'e711')
('ML', 'e28', 'e510')
('Q', 'e62', 'e495')
('ML', 'e841', 'e105')
('Q', 'e1776', 'e272')
('P', 'e1809', 'e788')
('Rg', 'e219', 'e510')
('Rg', 'e1104', 'e47')
('ML', 'e514', 'e62')
('Q', 'e472', 'e64')
('P', 'e443', 'e133')
('Rg', 'e1774', 'e219')
('Q', 'e201', 'e0')
('Q', 'e248', 'e175')
('Rg', 'e189', 'e702')
('Rg', 'e1155', 'e274')
('Q', 'e1103', 'e175')
('Rg', 'e1891', 'e502')
('Q', 'e105', 'e912')
('Rg', 'e189', 'e0')
('P', 'e2', 'e2365')
('ML', 'e4389', 'e1454')
('Q', 'e175', 'e1155')
('Rg', 'e363', 'e495')
('Q', 'e330', 'e1454')
('Rg', 'e495', 'e1950')
('Rg', 'e1774', 'e1162')
('Q', 'e1776', 'e323')
('Q', 'e62', 'e1005')
('Q', 'e1776', 'e298')
('P', 'e274', 'e1363')
('Q', 'e1104', 'e1927')
('Q', 'e622', 'e189')
('Q', 'e480', 'e330')
('Q', 'e495', 'e1104')
('Q', 'e272', 'e711')
('Q', 'e272', 'e912')
('Rg', 'e1891', 'e89')
('ML', 'e133', 'e363')
('Q', 'e1295', 'e298')
('Q', 'e31', 'e64')
('Rg', 'e64', 'e802')
('Q', 'e443', 'e702')
('Rg', 'e1520', 'e480')
('Q', 'e0', 'e912')
('Q', 'e189', 'e702')
('Q', 'e219', 'e175')
('P', 'e354', 'e841')
('Q', 'e443', 'e0')
('Rg', 'e309', 'e60')
('ML', 'e3824', 'e446')
('Rg', 'e298', 'e323')
('Rg', 'e31', 'e189')
('Q', 'e480', 'e622')
('Rg', 'e1891', 'e1776')
('Rg', 'e485', 'e443')
('Rg', 'e330', 'e309')
('Q', 'e495', 'e38')
('Rg', 'e298', 'e480')
('Q', 'e510', 'e1927')
('Rg', 'e2', 'e472')
('Q', 'e1776', 'e495')
('Q', 'e833', 'e823')
('P', 'e2024', 'e86')
('ML', 'e1472', 'e363')
('Rg', 'e499', 'e1162')
('ML', 'e2243', 'e1454')
('Rg', 'e175', 'e0')
('Q', 'e166', 'e189')
('Rg', 'e1809', 'e1774')
('P', 'e1162', 'e1140')
('Rg', 'e1809', 'e2')
('Rg', 'e1454', 'e89')
('Q', 'e510', 'e472')
('Rg', 'e502', 'e0')
('Q', 'e485', 'e502')
('Q', 'e651', 'e823')
('Rg', 'e1162', 'e298')
('Q', 'e330', 'e658')
('Q', 'e139', 'e166')
('Q', 'e309', 'e189')
('Q', 'e1295', 'e495')
('ML', 'e133', 'e248')
('Q', 'e1809', 'e443')
('Q', 'e139', 'e499')
('P', 'e1891', 'e2448')
('Rg', 'e272', 'e485')
('Rg', 'e323', 'e58')
('ML', 'e1290', 'e58')
('ML', 'e338', 'e1774')
('ML', 'e338', 'e2')
('Q', 'e446', 'e274')
('Q', 'e1776', 'e1005')
('Rg', 'e485', 'e1774')
('Q', 'e1927', 'e823')
('Q', 'e495', 'e105')
('ML', 'e357', 'e495')
('Rg', 'e139', 'e802')
('Q', 'e2024', 'e1891')
('Q', 'e1774', 'e0')
('ML', 'e331', 'e510')
('P', 'e62', 'e86')
('Q', 'e105', 'e485')
('ML', 'e947', 'e175')
('ML', 'e1248', 'e58')
('Rg', 'e1891', 'e47')
('Q', 'e702', 'e219')
('Rg', 'e105', 'e298')
('Rg', 'e495', 'e802')
('Rg', 'e1891', 'e64')
('Rg', 'e2024', 'e175')
('Rg', 'e298', 'e330')
('Q', 'e802', 'e175')
('Rg', 'e64', 'e443')
('Q', 'e1809', 'e2')
('Q', 'e485', 'e1776')
('Q', 'e510', 'e58')
('P', 'e443', 'e1344')
('P', 'e47', 'e2448')
('Q', 'e47', 'e1520')
('P', 'e139', 'e788')
('ML', 'e357', 'e1005')
('ML', 'e2243', 'e658')
('ML', 'e60', 'e89')
('Q', 'e1162', 'e480')
('Q', 'e272', 'e485')
('Rg', 'e1950', 'e1950')
('Q', 'e1103', 'e60')
('Rg', 'e443', 'e1155')
('Rg', 'e1927', 'e38')
('ML', 'e1248', 'e499')
('Rg', 'e802', 'e622')
('Q', 'e833', 'e2024')
('ML', 'e901', 'e1454')
('ML', 'e148', 'e323')
('Rg', 'e274', 'e446')
('P', 'e354', 'e76')
('Q', 'e510', 'e363')
('P', 'e502', 'e181')
('Rg', 'e105', 'e495')
('Q', 'e502', 'e272')
('Rg', 'e622', 'e823')
('Q', 'e309', 'e1138')
('ML', 'e28', 'e1454')
('Q', 'e1927', 'e330')
('ML', 'e2448', 'e105')
('ML', 'e841', 'e1155')
('Rg', 'e219', 'e1454')
('Q', 'e1891', 'e64')
('Q', 'e201', 'e38')
('Q', 'e446', 'e325')
('Q', 'e1005', 'e272')
('P', 'e354', 'e1140')
('Q', 'e658', 'e330')
('Rg', 'e189', 'e38')
('Q', 'e2024', 'e370')
('Q', 'e325', 'e47')
('Rg', 'e2', 'e248')
('Rg', 'e139', 'e443')
('Rg', 'e248', 'e298')
('Rg', 'e370', 'e1950')
('Q', 'e38', 'e1776')
('P', 'e1774', 'e1344')
('Q', 'e1155', 'e201')
('Q', 'e1155', 'e1104')
('Rg', 'e363', 'e502')
('Rg', 'e105', 'e1005')
('ML', 'e301', 'e510')
('Q', 'e219', 'e60')
('P', 'e248', 'e181')
('P', 'e912', 'e94')
('Rg', 'e1162', 'e1103')
('P', 'e354', 'e611')
('Q', 'e658', 'e622')
('Rg', 'e1950', 'e325')
('Q', 'e248', 'e272')
('Rg', 'e823', 'e1927')
('Rg', 'e485', 'e0')
('Q', 'e502', 'e480')
('Q', 'e1162', 'e330')
('Q', 'e274', 'e802')
('Rg', 'e711', 'e323')
('Q', 'e89', 'e1776')
('Q', 'e375', 'e166')
('ML', 'e933', 'e323')
('Q', 'e47', 'e47')
('Q', 'e64', 'e189')
('Q', 'e311', 'e175')
('Rg', 'e330', 'e58')
('ML', 'e933', 'e298')
('Rg', 'e711', 'e480')
('Rg', 'e1295', 'e502')
('Rg', 'e823', 'e472')
('ML', 'e3824', 'e219')
('Q', 'e1454', 'e166')
('Q', 'e1776', 'e1891')
('Q', 'e62', 'e370')
('Q', 'e1809', 'e702')
('Q', 'e62', 'e31')
('ML', 'e133', 'e833')
('Q', 'e443', 'e38')
('Rg', 'e47', 'e1155')
('Q', 'e62', 'e1809')
('ML', 'e28', 'e62')
('P', 'e1891', 'e915')
('Rg', 'e1774', 'e1927')
('Q', 'e189', 'e38')
('Q', 'e58', 'e330')
('ML', 'e143', 'e2')
('P', 'e912', 'e1290')
('P', 'e912', 'e1567')
('Q', 'e139', 'e443')
('Q', 'e502', 'e495')
('Rg', 'e446', 'e711')
('Q', 'e248', 'e298')
('Rg', 'e510', 'e1005')
('Rg', 'e219', 'e658')
('Rg', 'e446', 'e651')
('Rg', 'e495', 'e2')
('Q', 'e1103', 'e298')
('Q', 'e1776', 'e502')
('Q', 'e1520', 'e274')
('Q', 'e1950', 'e1138')
('Q', 'e833', 'e1520')
('Q', 'e2024', 'e711')
('Rg', 'e175', 'e38')
('Q', 'e38', 'e47')
('Q', 'e363', 'e325')
('Rg', 'e1774', 'e472')
('Q', 'e480', 'e1809')
('Q', 'e711', 'e248')
('Rg', 'e330', 'e499')
('ML', 'e76', 'e1295')
('Q', 'e298', 'e274')
('Q', 'e823', 'e323')
('Q', 'e175', 'e330')
('Rg', 'e38', 'e0')
('Rg', 'e58', 'e105')
('Rg', 'e823', 'e58')
('ML', 'e1363', 'e60')
('Rg', 'e1155', 'e802')
('ML', 'e181', 'e0')
('Q', 'e912', 'e309')
('Q', 'e502', 'e1005')
('P', 'e1776', 'e2448')
('Q', 'e139', 'e2')
('ML', 'e1491', 'e1950')
('Q', 'e1103', 'e495')
('Q', 'e495', 'e1155')
('Q', 'e274', 'e443')
('Q', 'e62', 'e711')
('Q', 'e64', 'e1138')
('Q', 'e1005', 'e1005')
('Q', 'e219', 'e298')
('ML', 'e2243', 'e201')
('Rg', 'e166', 'e622')
('Rg', 'e823', 'e363')
('P', 'e274', 'e2095')
('Q', 'e370', 'e325')
('Q', 'e446', 'e166')
('P', 'e1295', 'e2448')
('Rg', 'e272', 'e274')
('P', 'e201', 'e1567')
('P', 'e201', 'e1290')
('Q', 'e1776', 'e370')
('Q', 'e1104', 'e833')
('Q', 'e480', 'e711')
('Q', 'e175', 'e1103')
('Rg', 'e0', 'e274')
('Q', 'e248', 'e1005')
('P', 'e323', 'e1299')
('Q', 'e633', 'e201')
('ML', 'e86', 'e802')
('Rg', 'e702', 'e47')
('Q', 'e1103', 'e1005')
('ML', 'e1248', 'e833')
('Q', 'e833', 'e47')
('Q', 'e375', 'e510')
('Rg', 'e298', 'e139')
('Rg', 'e711', 'e1103')
('Q', 'e1005', 'e1103')
('Rg', 'e1520', 'e31')
('ML', 'e81', 'e1520')
('Q', 'e802', 'e272')
('Q', 'e274', 'e1774')
('ML', 'e933', 'e1103')
('ML', 'e157', 'e1950')
('Q', 'e823', 'e330')
('Q', 'e219', 'e495')
('Rg', 'e139', 'e0')
('Rg', 'e443', 'e823')
('Rg', 'e1520', 'e1809')
('Rg', 'e480', 'e309')
('Rg', 'e472', 'e274')
('Q', 'e1454', 'e510')
('Rg', 'e1295', 'e651')
('ML', 'e143', 'e0')
('Rg', 'e274', 'e1162')
('P', 'e1520', 'e913')
('Rg', 'e298', 'e1809')
('Rg', 'e622', 'e1520')
('ML', 'e947', 'e323')
('Rg', 'e446', 'e485')
('ML', 'e947', 'e298')
('ML', 'e357', 'e31')
('Q', 'e166', 'e622')
('ML', 'e133', 'e658')
('Q', 'e499', 'e823')
('Q', 'e166', 'e2024')
('Q', 'e2024', 'e485')
('Q', 'e272', 'e274')
('P', 'e1774', 'e76')
('Rg', 'e1162', 'e139')
('Rg', 'e1155', 'e443')
('Rg', 'e1809', 'e38')
('ML', 'e148', 'e1891')
('Q', 'e311', 'e60')
('Rg', 'e510', 'e1891')
('Q', 'e0', 'e274')
('Q', 'e802', 'e298')
('Rg', 'e62', 'e272')
('Q', 'e219', 'e1005')
('Rg', 'e1162', 'e31')
('Rg', 'e1776', 'e189')
('Q', 'e702', 'e472')
('Q', 'e802', 'e480')
('Rg', 'e60', 'e189')
('Q', 'e139', 'e0')
('Q', 'e2', 'e189')
('ML', 'e157', 'e325')
('Rg', 'e166', 'e1520')
('Q', 'e443', 'e175')
('Q', 'e105', 'e325')
('Rg', 'e443', 'e330')
('Rg', 'e1155', 'e1774')
('Rg', 'e298', 'e711')
('Q', 'e658', 'e1809')
('Rg', 'e330', 'e443')
('Q', 'e472', 'e309')
('Rg', 'e2024', 'e495')
('Rg', 'e105', 'e31')
('Rg', 'e298', 'e912')
('ML', 'e94', 'e1774')
('Rg', 'e309', 'e89')
('Q', 'e2', 'e60')
('Q', 'e802', 'e495')
('Q', 'e1162', 'e139')
('Rg', 'e1454', 'e219')
('ML', 'e143', 'e62')
('Q', 'e1809', 'e38')
('ML', 'e514', 'e60')
('Rg', 'e802', 'e912')
('ML', 'e24', 'e2')
('Rg', 'e495', 'e62')
('Q', 'e311', 'e272')
('ML', 'e338', 'e105')
('Rg', 'e622', 'e47')
('Rg', 'e443', 'e2024')
('Q', 'e309', 'e502')
('Rg', 'e363', 'e485')
('Q', 'e502', 'e502')
('Q', 'e370', 'e166')
('Rg', 'e31', 'e1520')
('P', 'e622', 'e181')
('ML', 'e148', 'e139')
('Rg', 'e622', 'e64')
('Q', 'e60', 'e189')
('Rg', 'e1162', 'e711')
('Q', 'e1162', 'e1809')
('Q', 'e274', 'e702')
('Q', 'e1104', 'e658')
('Q', 'e272', 'e325')
('Rg', 'e1162', 'e912')
('Rg', 'e1005', 'e175')
('Rg', 'e480', 'e472')
('P', 'e274', 'e915')
('ML', 'e1359', 'e189')
('Q', 'e58', 'e139')
('ML', 'e148', 'e31')
('Q', 'e443', 'e633')
('Q', 'e1927', 'e711')
('P', 'e272', 'e1299')
('Q', 'e248', 'e1891')
('ML', 'e86', 'e1774')
('Q', 'e166', 'e1520')
('ML', 'e148', 'e1809')
('Rg', 'e62', 'e495')
('ML', 'e301', 'e658')
('Q', 'e711', 'e1454')
('Rg', 'e510', 'e31')
('Q', 'e1809', 'e105')
('Rg', 'e510', 'e1809')
('Q', 'e1520', 'e499')
('Q', 'e311', 'e298')
('Q', 'e31', 'e309')
('ML', 'e1359', 'e60')
('P', 'e446', 'e2448')
('ML', 'e68', 'e201')
('Q', 'e58', 'e1809')
('Q', 'e658', 'e912')
('Q', 'e298', 'e499')
('Q', 'e175', 'e139')
('Q', 'e2', 'e1138')
('Q', 'e510', 'e658')
('P', 'e139', 'e1344')
('P', 'e1950', 'e1567')
('Rg', 'e274', 'e325')
('Q', 'e495', 'e480')
('Q', 'e622', 'e47')
('ML', 'e611', 'e1774')
('P', 'e833', 'e2365')
('Rg', 'e298', 'e446')
('Rg', 'e658', 'e60')
('ML', 'e788', 'e89')
('Q', 'e1162', 'e711')
('Q', 'e502', 'e370')
('Q', 'e175', 'e1809')
('Q', 'e502', 'e31')
('Q', 'e1162', 'e912')
('Q', 'e330', 'e189')
('P', 'e622', 'e354')
('Q', 'e64', 'e2024')
('P', 'e323', 'e788')
('ML', 'e357', 'e446')
('Rg', 'e370', 'e510')
('Rg', 'e309', 'e64')
('Rg', 'e446', 'e219')
('Rg', 'e201', 'e272')
('Q', 'e2024', 'e219')
('Rg', 'e480', 'e58')
('Q', 'e219', 'e1891')
('P', 'e651', 'e2365')
('Q', 'e446', 'e2')
('Rg', 'e1155', 'e702')
('ML', 'e933', 'e31')
('Rg', 'e446', 'e1295')
('ML', 'e148', 'e711')
('Rg', 'e47', 'e622')
('Rg', 'e711', 'e1809')
('P', 'e1520', 'e788')
('P', 'e201', 'e357')
('Rg', 'e47', 'e2024')
('Rg', 'e298', 'e485')
('Rg', 'e510', 'e651')
('ML', 'e502', 'e485')
('Rg', 'e139', 'e38')
('Rg', 'e31', 'e64')
('Rg', 'e1162', 'e446')
('Rg', 'e446', 'e1162')
('ML', 'e1140', 'e499')
('P', 'e499', 'e933')
('Q', 'e219', 'e502')
('ML', 'e354', 'e802')
('Q', 'e1520', 'e802')
('Q', 'e166', 'e47')
('Q', 'e38', 'e1295')
('P', 'e1950', 'e2243')
('Rg', 'e0', 'e499')
('Rg', 'e1809', 'e175')
('Q', 'e248', 'e31')
('Rg', 'e201', 'e323')
('ML', 'e68', 'e105')
('Rg', 'e201', 'e298')
('Q', 'e166', 'e64')
('Q', 'e298', 'e802')
('Q', 'e499', 'e1520')
('Rg', 'e248', 'e711')
('Rg', 'e248', 'e651')
('Q', 'e62', 'e219')
('ML', 'e841', 'e1520')
('Rg', 'e658', 'e272')
('Q', 'e495', 'e330')
('Q', 'e31', 'e1927')
('P', 'e1891', 'e1567')
('Q', 'e370', 'e510')
('Q', 'e175', 'e912')
('Q', 'e2', 'e495')
('Q', 'e201', 'e272')
('Rg', 'e105', 'e446')
('Q', 'e1138', 'e1155')
('Q', 'e502', 'e711')
('Rg', 'e472', 'e499')
('Rg', 'e485', 'e175')
('Rg', 'e325', 'e309')
('P', 'e219', 'e2448')
('Q', 'e323', 'e823')
('Q', 'e31', 'e472')
('Rg', 'e1927', 'e323')
('Q', 'e62', 'e1162')
('Q', 'e1005', 'e711')
('Rg', 'e1927', 'e298')
('P', 'e2', 'e1359')
('Q', 'e658', 'e485')
('P', 'e62', 'e157')
('Rg', 'e363', 'e219')
('Rg', 'e1454', 'e309')
('Q', 'e219', 'e1776')
('Rg', 'e2024', 'e1891')
('Q', 'e633', 'e189')
('Rg', 'e502', 'e60')
('Rg', 'e201', 'e495')
('Rg', 'e658', 'e323')
('P', 'e274', 'e514')
('Rg', 'e658', 'e298')
('Q', 'e363', 'e2')
('Q', 'e0', 'e499')
('Q', 'e1809', 'e175')
('Q', 'e219', 'e370')
('Rg', 'e323', 'e201')
('ML', 'e76', 'e363')
('Q', 'e2', 'e1005')
('Q', 'e1891', 'e309')
('Q', 'e64', 'e1520')
('Q', 'e1104', 'e201')
('Q', 'e60', 'e311')
('Q', 'e248', 'e711')
('Q', 'e248', 'e651')
('Rg', 'e1295', 'e219')
('Rg', 'e363', 'e1162')
('Rg', 'e2024', 'e502')
('Rg', 'e510', 'e446')
('Rg', 'e0', 'e802')
('Rg', 'e189', 'e298')
('P', 'e330', 'e1363')
('ML', 'e1363', 'e502')
('P', 'e1891', 'e2243')
('Q', 'e802', 'e502')
('Rg', 'e58', 'e272')
('ML', 'e1472', 'e105')
('Q', 'e443', 'e272')
('Rg', 'e1295', 'e1295')
('Q', 'e325', 'e309')
('Rg', 'e2', 'e201')
('Rg', 'e1927', 'e495')
('Rg', 'e1104', 'e499')
('ML', 'e651', 'e274')
('Q', 'e485', 'e309')
('Q', 'e189', 'e272')
('Rg', 'e201', 'e1005')
('Rg', 'e823', 'e658')
('Rg', 'e38', 'e175')
('Q', 'e499', 'e47')
('ML', 'e148', 'e485')
('Rg', 'e1891', 'e1927')
('Q', 'e298', 'e443')
('Q', 'e499', 'e64')
('Rg', 'e472', 'e802')
('Rg', 'e658', 'e495')
('Q', 'e1776', 'e219')
('Rg', 'e175', 'e272')
('Q', 'e510', 'e201')
('Q', 'e1950', 'e64')
('ML', 'e2243', 'e1138')
('Rg', 'e499', 'e1454')
('Rg', 'e272', 'e510')
('Q', 'e201', 'e495')
('ML', 'e841', 'e139')
('Rg', 'e499', 'e0')
('ML', 'e1248', 'e38')
('Q', 'e502', 'e446')
('Rg', 'e1950', 'e0')
('Q', 'e272', 'e802')
('Rg', 'e58', 'e298')
('Rg', 'e189', 'e495')
('Q', 'e443', 'e323')
('Rg', 'e89', 'e309')
('Q', 'e31', 'e363')
('Q', 'e443', 'e298')
('Rg', 'e1927', 'e1005')
('Q', 'e1005', 'e446')
('Q', 'e1295', 'e219')
('Q', 'e323', 'e2024')
('ML', 'e933', 'e446')
('Q', 'e105', 'e510')
