Assuming 9 as type relation
Loading files... 
  Starting train_nations.tsv
  Finished train_nations.tsv, still running: 0
Loaded 1592 facts in 46 ms using -3 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  blockpositionindex  ?a  ?b  commonbloc1  ?a   => ?a  embassy  ?b	0.16	0.761904762	0.761904762	16	21	21	-1
?b  commonbloc1  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.17	0.62962963	0.62962963	17	27	27	-1
?b  commonbloc1  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.16	0.727272727	0.727272727	16	22	22	-1
?b  commonbloc1  ?a  ?b  intergovorgs  ?a   => ?a  embassy  ?b	0.14	0.608695652	0.608695652	14	23	23	-1
?b  commonbloc1  ?a  ?b  treaties  ?a   => ?a  embassy  ?b	0.12	0.705882353	0.705882353	12	17	17	-1
?b  commonbloc1  ?a  ?b  ngo  ?a   => ?a  embassy  ?b	0.14	0.7	0.7	14	20	20	-1
?b  commonbloc1  ?a  ?b  conferences  ?a   => ?a  embassy  ?b	0.14	0.777777778	0.777777778	14	18	18	-1
?b  commonbloc1  ?a  ?b  exports3  ?a   => ?a  embassy  ?b	0.11	0.785714286	0.785714286	11	14	14	-1
?b  booktranslations  ?a  ?b  commonbloc1  ?a   => ?a  embassy  ?b	0.09	1	1	9	9	9	-1
?b  commonbloc1  ?a  ?b  unweightedunvote  ?a   => ?a  embassy  ?b	0.11	0.647058824	0.647058824	11	17	17	-1
?b  commonbloc1  ?a  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.09	1	1	9	9	9	-1
?b  commonbloc1  ?a  ?b  reltreaties  ?a   => ?a  embassy  ?b	0.07	0.636363636	0.636363636	7	11	11	-1
?b  commonbloc1  ?a  ?b  relexports  ?a   => ?a  embassy  ?b	0.08	0.666666667	0.666666667	8	12	12	-1
?b  accusation  ?a  ?b  commonbloc1  ?a   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  commonbloc1  ?a  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  commonbloc1  ?a  ?b  reltourism  ?a   => ?a  embassy  ?b	0.05	0.625	0.625	5	8	8	-1
?b  commonbloc1  ?a  ?b  tourism  ?a   => ?a  embassy  ?b	0.05	0.625	0.625	5	8	8	-1
?b  commonbloc1  ?a  ?b  relstudents  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  commonbloc1  ?a  ?b  negativecomm  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  commonbloc1  ?a  ?b  tourism3  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  commonbloc1  ?a  ?b  militaryalliance  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  commonbloc1  ?a  ?b  students  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  commonbloc1  ?a  ?b  pprotests  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  boycottembargo  ?a  ?b  commonbloc1  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  commonbloc1  ?a  ?b  dependent  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  commonbloc1  ?a  ?b  relemigrants  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  commonbloc1  ?a  ?b  emigrants3  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  commonbloc1  ?a  ?b  eemigrants  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  timesinceally  ?a  ?a  timesinceally  ?b   => ?a  embassy  ?b	0.33	0.66	0.66	33	50	50	-1
?a  intergovorgs3  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.29	0.659090909	0.659090909	29	44	44	-1
?a  intergovorgs  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.25	0.694444444	0.694444444	25	36	36	-1
?a  relngo  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.25	0.714285714	0.714285714	25	35	35	-1
?b  timesinceally  ?a  ?a  weightedunvote  ?b   => ?a  embassy  ?b	0.19	0.730769231	0.730769231	19	26	26	-1
?a  ngo  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.24	0.685714286	0.685714286	24	35	35	-1
?a  commonbloc1  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.2	0.833333333	0.833333333	20	24	24	-1
?a  reldiplomacy  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.19	0.730769231	0.730769231	19	26	26	-1
?a  ngoorgs3  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.23	0.657142857	0.657142857	23	35	35	-1
?a  reltreaties  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.14	0.666666667	0.666666667	14	21	21	-1
?a  relintergovorgs  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.18	0.72	0.72	18	25	25	-1
?b  timesinceally  ?a  ?a  tourism  ?b   => ?a  embassy  ?b	0.11	0.846153846	0.846153846	11	13	13	-1
?a  commonbloc2  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.11	0.6875	0.6875	11	16	16	-1
?a  exports3  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.09	0.692307692	0.692307692	9	13	13	-1
?a  reltourism  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.1	1	1	10	10	10	-1
?a  negativebehavior  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.09	0.692307692	0.692307692	9	13	13	-1
?a  pprotests  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.06	0.666666667	0.666666667	6	9	9	-1
?a  relexportbooks  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.06	0.75	0.75	6	8	8	-1
?a  accusation  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.06	0.666666667	0.666666667	6	9	9	-1
?a  economicaid  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?a  exportbooks  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.06	0.75	0.75	6	8	8	-1
?b  timesinceally  ?a  ?a  tourism3  ?b   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?a  releconomicaid  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?a  nonviolentbehavior  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.04	0.666666667	0.666666667	4	6	6	-1
?a  students  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?a  relstudents  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?a  boycottembargo  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  eemigrants  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?a  emigrants3  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  expeldiplomats  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  relemigrants  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  timesinceally  ?a  ?a  unoffialacts  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  independence  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.3	0.681818182	0.681818182	30	44	44	-1
?a  lostterritory  ?b  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  ngo  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.26	0.684210526	0.684210526	26	38	38	-1
?b  intergovorgs  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.24	0.666666667	0.666666667	24	36	36	-1
?b  ngoorgs3  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.22	0.647058824	0.647058824	22	34	34	-1
?b  timesinceally  ?a  ?b  weightedunvote  ?a   => ?a  embassy  ?b	0.21	0.75	0.75	21	28	28	-1
?b  timesinceally  ?a  ?b  treaties  ?a   => ?a  embassy  ?b	0.2	0.689655172	0.689655172	20	29	29	-1
?b  reldiplomacy  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.19	0.655172414	0.655172414	19	29	29	-1
?b  exports3  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.11	0.6875	0.6875	11	16	16	-1
?b  negativebehavior  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.1	0.666666667	0.666666667	10	15	15	-1
?b  commonbloc2  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.13	0.764705882	0.764705882	13	17	17	-1
?b  relexports  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.11	0.647058824	0.647058824	11	17	17	-1
?b  officialvisits  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.09	1	1	9	9	9	-1
?b  accusation  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.08	0.727272727	0.727272727	8	11	11	-1
?b  pprotests  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.08	1	1	8	8	8	-1
?b  militaryalliance  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.07	0.777777778	0.777777778	7	9	9	-1
?b  timesinceally  ?a  ?b  tourism3  ?a   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?b  negativecomm  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?b  students  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.06	0.75	0.75	6	8	8	-1
?b  economicaid  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  dependent  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  relemigrants  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?b  timesinceally  ?a  ?b  unoffialacts  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  commonbloc1  ?b  ?b  embassy  ?a   => ?a  embassy  ?b	0.33	0.733333333	0.733333333	33	45	45	-1
?b  severdiplomatic  ?a  ?b  timesinceally  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  embassy  ?a  ?a  relngo  ?b   => ?a  embassy  ?b	0.28	0.636363636	0.636363636	28	44	44	-1
?b  embassy  ?a  ?a  weightedunvote  ?b   => ?a  embassy  ?b	0.27	0.710526316	0.710526316	27	38	38	-1
?b  embassy  ?a  ?a  ngoorgs3  ?b   => ?a  embassy  ?b	0.25	0.625	0.625	25	40	40	-1
?b  embassy  ?a  ?a  relintergovorgs  ?b   => ?a  embassy  ?b	0.24	0.631578947	0.631578947	24	38	38	-1
?a  blockpositionindex  ?b  ?b  embassy  ?a   => ?a  embassy  ?b	0.17	0.62962963	0.62962963	17	27	27	-1
?b  embassy  ?a  ?a  unweightedunvote  ?b   => ?a  embassy  ?b	0.13	0.65	0.65	13	20	20	-1
?b  embassy  ?a  ?a  negativebehavior  ?b   => ?a  embassy  ?b	0.16	0.842105263	0.842105263	16	19	19	-1
?a  accusation  ?b  ?b  embassy  ?a   => ?a  embassy  ?b	0.11	0.846153846	0.846153846	11	13	13	-1
?b  embassy  ?a  ?a  negativecomm  ?b   => ?a  embassy  ?b	0.09	0.9	0.9	9	10	10	-1
?b  embassy  ?a  ?a  pprotests  ?b   => ?a  embassy  ?b	0.08	0.727272727	0.727272727	8	11	11	-1
?b  embassy  ?a  ?a  timesincewar  ?b   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?b  embassy  ?a  ?a  nonviolentbehavior  ?b   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?a  boycottembargo  ?b  ?b  embassy  ?a   => ?a  embassy  ?b	0.07	1	1	7	7	7	-1
?b  embassy  ?a  ?a  violentactions  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  embassy  ?a  ?a  militaryactions  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  embassy  ?a  ?a  warning  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  aidenemy  ?b  ?b  embassy  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  embassy  ?a  ?b  weightedunvote  ?a   => ?a  embassy  ?b	0.27	0.75	0.75	27	36	36	-1
?b  embassy  ?a  ?b  ngoorgs3  ?a   => ?a  embassy  ?b	0.25	0.641025641	0.641025641	25	39	39	-1
?b  blockpositionindex  ?a  ?b  embassy  ?a   => ?a  embassy  ?b	0.17	0.68	0.68	17	25	25	-1
?b  embassy  ?a  ?b  negativebehavior  ?a   => ?a  embassy  ?b	0.16	0.842105263	0.842105263	16	19	19	-1
?b  accusation  ?a  ?b  embassy  ?a   => ?a  embassy  ?b	0.11	0.916666667	0.916666667	11	12	12	-1
?b  embassy  ?a  ?b  negativecomm  ?a   => ?a  embassy  ?b	0.09	1	1	9	9	9	-1
?b  embassy  ?a  ?b  pprotests  ?a   => ?a  embassy  ?b	0.08	0.8	0.8	8	10	10	-1
?b  boycottembargo  ?a  ?b  embassy  ?a   => ?a  embassy  ?b	0.07	1	1	7	7	7	-1
?b  embassy  ?a  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?b  embassy  ?a  ?b  violentactions  ?a   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?b  aidenemy  ?a  ?b  embassy  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  commonbloc1  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.22	0.733333333	0.733333333	22	30	30	-1
?a  independence  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.2	0.64516129	0.64516129	20	31	31	-1
?b  reldiplomacy  ?a  ?a  timesinceally  ?b   => ?a  embassy  ?b	0.18	0.692307692	0.692307692	18	26	26	-1
?b  reldiplomacy  ?a  ?a  relngo  ?b   => ?a  embassy  ?b	0.11	0.6875	0.6875	11	16	16	-1
?b  reldiplomacy  ?a  ?a  weightedunvote  ?b   => ?a  embassy  ?b	0.11	0.785714286	0.785714286	11	14	14	-1
?a  commonbloc2  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.11	0.647058824	0.647058824	11	17	17	-1
?a  ngo  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.09	0.642857143	0.642857143	9	14	14	-1
?a  ngoorgs3  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.09	0.642857143	0.642857143	9	14	14	-1
?b  reldiplomacy  ?a  ?a  unweightedunvote  ?b   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?b  reldiplomacy  ?a  ?a  relintergovorgs  ?b   => ?a  embassy  ?b	0.08	0.666666667	0.666666667	8	12	12	-1
?a  exports3  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?b  reldiplomacy  ?a  ?a  timesincewar  ?b   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?a  accusation  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?a  negativebehavior  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.06	0.75	0.75	6	8	8	-1
?b  reldiplomacy  ?a  ?a  relexportbooks  ?b   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?a  exportbooks  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?a  negativecomm  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  boycottembargo  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  duration  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  reldiplomacy  ?a  ?a  violentactions  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  reldiplomacy  ?a  ?a  students  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  expeldiplomats  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  dependent  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  lostterritory  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  reldiplomacy  ?a  ?a  relstudents  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  relbooktranslations  ?b  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  independence  ?a  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.2	0.714285714	0.714285714	20	28	28	-1
?b  ngoorgs3  ?a  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.17	0.653846154	0.653846154	17	26	26	-1
?b  negativebehavior  ?a  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.09	0.818181818	0.818181818	9	11	11	-1
?b  commonbloc2  ?a  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.12	0.705882353	0.705882353	12	17	17	-1
?b  booktranslations  ?a  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.08	0.727272727	0.727272727	8	11	11	-1
?b  reldiplomacy  ?a  ?b  weightedunvote  ?a   => ?a  embassy  ?b	0.08	0.8	0.8	8	10	10	-1
?b  reldiplomacy  ?a  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.07	0.875	0.875	7	8	8	-1
?b  relbooktranslations  ?a  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.07	0.875	0.875	7	8	8	-1
?b  pprotests  ?a  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  accusation  ?a  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?b  negativecomm  ?a  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  reldiplomacy  ?a  ?b  reltourism  ?a   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?b  reldiplomacy  ?a  ?b  releconomicaid  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  economicaid  ?a  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  militaryactions  ?a  ?b  reldiplomacy  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  reldiplomacy  ?a  ?b  warning  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  independence  ?a  ?a  ngo  ?b   => ?a  embassy  ?b	0.18	0.620689655	0.620689655	18	29	29	-1
?b  independence  ?a  ?a  intergovorgs  ?b   => ?a  embassy  ?b	0.18	0.666666667	0.666666667	18	27	27	-1
?a  commonbloc2  ?b  ?b  independence  ?a   => ?a  embassy  ?b	0.15	0.714285714	0.714285714	15	21	21	-1
?b  independence  ?a  ?a  relintergovorgs  ?b   => ?a  embassy  ?b	0.18	0.620689655	0.620689655	18	29	29	-1
?b  independence  ?a  ?a  reltreaties  ?b   => ?a  embassy  ?b	0.15	0.652173913	0.652173913	15	23	23	-1
?a  commonbloc1  ?b  ?b  independence  ?a   => ?a  embassy  ?b	0.09	0.692307692	0.692307692	9	13	13	-1
?b  independence  ?a  ?a  students  ?b   => ?a  embassy  ?b	0.05	0.625	0.625	5	8	8	-1
?b  independence  ?a  ?a  relbooktranslations  ?b   => ?a  embassy  ?b	0.06	0.666666667	0.666666667	6	9	9	-1
?b  independence  ?a  ?a  negativecomm  ?b   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?b  independence  ?a  ?a  nonviolentbehavior  ?b   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?a  accusation  ?b  ?b  independence  ?a   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?b  independence  ?a  ?a  pprotests  ?b   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?a  dependent  ?b  ?b  independence  ?a   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?b  independence  ?a  ?a  lostterritory  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  aidenemy  ?b  ?b  independence  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  independence  ?a  ?a  unoffialacts  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  independence  ?a  ?b  weightedunvote  ?a   => ?a  embassy  ?b	0.17	0.739130435	0.739130435	17	23	23	-1
?b  independence  ?a  ?b  ngo  ?a   => ?a  embassy  ?b	0.17	0.62962963	0.62962963	17	27	27	-1
?b  commonbloc2  ?a  ?b  independence  ?a   => ?a  embassy  ?b	0.16	0.8	0.8	16	20	20	-1
?b  independence  ?a  ?b  ngoorgs3  ?a   => ?a  embassy  ?b	0.16	0.666666667	0.666666667	16	24	24	-1
?b  independence  ?a  ?b  reltreaties  ?a   => ?a  embassy  ?b	0.13	0.65	0.65	13	20	20	-1
?b  independence  ?a  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.08	0.888888889	0.888888889	8	9	9	-1
?b  independence  ?a  ?b  negativebehavior  ?a   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?b  independence  ?a  ?b  pprotests  ?a   => ?a  embassy  ?b	0.06	0.666666667	0.666666667	6	9	9	-1
?b  economicaid  ?a  ?b  independence  ?a   => ?a  embassy  ?b	0.06	1	1	6	6	6	-1
?b  accusation  ?a  ?b  independence  ?a   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  boycottembargo  ?a  ?b  independence  ?a   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?b  independence  ?a  ?b  releconomicaid  ?a   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?b  independence  ?a  ?b  negativecomm  ?a   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?b  independence  ?a  ?b  relemigrants  ?a   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?b  independence  ?a  ?b  severdiplomatic  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  independence  ?a  ?b  unoffialacts  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  commonbloc1  ?b  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.22	0.709677419	0.709677419	22	31	31	-1
?b  relintergovorgs  ?a  ?a  weightedunvote  ?b   => ?a  embassy  ?b	0.2	0.740740741	0.740740741	20	27	27	-1
?b  relintergovorgs  ?a  ?a  tourism  ?b   => ?a  embassy  ?b	0.13	0.8125	0.8125	13	16	16	-1
?b  relintergovorgs  ?a  ?a  treaties  ?b   => ?a  embassy  ?b	0.13	0.619047619	0.619047619	13	21	21	-1
?a  militaryalliance  ?b  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.07	0.636363636	0.636363636	7	11	11	-1
?a  releconomicaid  ?b  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.06	0.75	0.75	6	8	8	-1
?a  exportbooks  ?b  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?a  negativebehavior  ?b  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.06	0.75	0.75	6	8	8	-1
?a  economicaid  ?b  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?a  relbooktranslations  ?b  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  relintergovorgs  ?a  ?a  timesincewar  ?b   => ?a  embassy  ?b	0.04	0.571428571	0.571428571	4	7	7	-1
?a  boycottembargo  ?b  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  accusation  ?b  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?a  expeldiplomats  ?b  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  dependent  ?b  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  relintergovorgs  ?a  ?a  warning  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  relintergovorgs  ?a  ?b  weightedunvote  ?a   => ?a  embassy  ?b	0.2	0.740740741	0.740740741	20	27	27	-1
?b  exports3  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.13	0.8125	0.8125	13	16	16	-1
?b  relbooktranslations  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.12	0.923076923	0.923076923	12	13	13	-1
?b  relexports  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.12	0.666666667	0.666666667	12	18	18	-1
?b  booktranslations  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.12	0.75	0.75	12	16	16	-1
?b  accusation  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?b  negativebehavior  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.07	0.777777778	0.777777778	7	9	9	-1
?b  relintergovorgs  ?a  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.04	0.571428571	0.571428571	4	7	7	-1
?b  negativecomm  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?b  relexportbooks  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?b  relintergovorgs  ?a  ?b  unoffialacts  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  releconomicaid  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  relintergovorgs  ?a  ?b  severdiplomatic  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  economicaid  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  aidenemy  ?a  ?b  relintergovorgs  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  intergovorgs  ?a  ?a  ngoorgs3  ?b   => ?a  embassy  ?b	0.23	0.621621622	0.621621622	23	37	37	-1
?b  intergovorgs  ?a  ?a  ngo  ?b   => ?a  embassy  ?b	0.27	0.6	0.6	27	45	45	-1
?a  commonbloc1  ?b  ?b  intergovorgs  ?a   => ?a  embassy  ?b	0.18	0.75	0.75	18	24	24	-1
